generated_path,target_path,psnr,ssim,lpips,nmi
generated_by_model\subject01\gen_drr090.png,data\deepfluoro\subject01\DRRs_bone_png\drr090_bone.png,39.977169036865234,0.9834194821138382,0.0038656615652143955,0.6855734290062266
generated_by_model\subject01\gen_drr091.png,data\deepfluoro\subject01\DRRs_bone_png\drr091_bone.png,38.750091552734375,0.9875572337627411,0.003988930024206638,0.6918171829115696
generated_by_model\subject01\gen_drr092.png,data\deepfluoro\subject01\DRRs_bone_png\drr092_bone.png,39.218021392822266,0.9782687673001289,0.002964736195281148,0.7131512233004851
generated_by_model\subject01\gen_drr093.png,data\deepfluoro\subject01\DRRs_bone_png\drr093_bone.png,41.62492752075195,0.9710594915065766,0.0033508369233459234,0.6720501048509719
generated_by_model\subject01\gen_drr094.png,data\deepfluoro\subject01\DRRs_bone_png\drr094_bone.png,40.86061096191406,0.977663710866928,0.003968704957515001,0.6933808910193667
generated_by_model\subject01\gen_drr095.png,data\deepfluoro\subject01\DRRs_bone_png\drr095_bone.png,41.136634826660156,0.9766155928502083,0.003841927507892251,0.6898343575606926
generated_by_model\subject01\gen_drr096.png,data\deepfluoro\subject01\DRRs_bone_png\drr096_bone.png,39.508941650390625,0.974335651002407,0.00397933553904295,0.6904900985826398
generated_by_model\subject01\gen_drr097.png,data\deepfluoro\subject01\DRRs_bone_png\drr097_bone.png,40.145511627197266,0.975283381295681,0.004742554854601622,0.6764738870965984
generated_by_model\subject01\gen_drr098.png,data\deepfluoro\subject01\DRRs_bone_png\drr098_bone.png,40.48937225341797,0.9739943434906005,0.0035912946332246065,0.6842754116192632
generated_by_model\subject01\gen_drr099.png,data\deepfluoro\subject01\DRRs_bone_png\drr099_bone.png,42.21581268310547,0.9766414208984375,0.0032843630760908127,0.6991359740019838
generated_by_model\subject01\gen_drr100.png,data\deepfluoro\subject01\DRRs_bone_png\drr100_bone.png,43.119964599609375,0.9750219471244812,0.0034742248244583607,0.7015079441092056
generated_by_model\subject01\gen_drr101.png,data\deepfluoro\subject01\DRRs_bone_png\drr101_bone.png,41.36293411254883,0.9740967614159584,0.003928492311388254,0.6825562386521556
generated_by_model\subject01\gen_drr102.png,data\deepfluoro\subject01\DRRs_bone_png\drr102_bone.png,39.707313537597656,0.9757647798199653,0.0041275592520833015,0.693942856010331
generated_by_model\subject01\gen_drr103.png,data\deepfluoro\subject01\DRRs_bone_png\drr103_bone.png,41.47676467895508,0.9814357748703957,0.003515200922265649,0.692555353149086
generated_by_model\subject01\gen_drr104.png,data\deepfluoro\subject01\DRRs_bone_png\drr104_bone.png,39.961151123046875,0.9864591647996902,0.004236830398440361,0.6888482731062483
generated_by_model\subject01\gen_drr105.png,data\deepfluoro\subject01\DRRs_bone_png\drr105_bone.png,41.01630401611328,0.9767181026496887,0.003354955930262804,0.6888413751428616
generated_by_model\subject01\gen_drr106.png,data\deepfluoro\subject01\DRRs_bone_png\drr106_bone.png,37.26716232299805,0.9773510630865097,0.0044061606749892235,0.6756837697565217
generated_by_model\subject01\gen_drr107.png,data\deepfluoro\subject01\DRRs_bone_png\drr107_bone.png,40.9989128112793,0.9827731828050613,0.0034709754399955273,0.6956630016086882
generated_by_model\subject01\gen_drr108.png,data\deepfluoro\subject01\DRRs_bone_png\drr108_bone.png,41.153419494628906,0.9737390376329422,0.0037093106657266617,0.6749188053202986
generated_by_model\subject01\gen_drr109.png,data\deepfluoro\subject01\DRRs_bone_png\drr109_bone.png,40.55357360839844,0.9799402348423004,0.003497833153232932,0.685860874842223
generated_by_model\subject01\gen_drr110.png,data\deepfluoro\subject01\DRRs_bone_png\drr110_bone.png,39.62799072265625,0.9813704312262536,0.0037174299359321594,0.6948388598266986
